channel;$\Delta E = 400$ eV;$\Delta E = 4$ keV;$\Delta E = 10$ keV;$\Delta E = 40$ keV;$\Delta E = 90$ keV;$\Delta E = 200$ keV
519; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
520; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
521; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
522; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
523; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
524; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
525; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
526; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
527; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
528; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
529; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
530; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
531; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
532; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
533; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
534; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
535; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
536; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
537; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
538; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
539; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
540; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
541; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
542; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
543; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
544; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
545; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
546; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
547; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
548; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
549; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
550; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
551; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
552; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
553; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
554; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
555; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
556; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
557; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
558; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
559; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
560; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.19354163667462E-0005
561; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.89665027099135E-0005
562; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.81390944314097E-0005
563; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.00689868238617E-0005
564; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.55377190725190E-0005
565; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.43905712995040E-0005
566; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.51498586911728E-0004
567; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.97506293742562E-0004
568; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.56747750537683E-0004
569; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.32802036167126E-0004
570; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.30149269665439E-0004
571; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.54378730076881E-0004
572; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.27640498790542E-0004
573; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.32979983219514E-0004
574; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.19286047228453E-0003
575; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.55216723100708E-0003
576; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.97490822118984E-0003
577; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.50571757322725E-0003
578; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.17026066461690E-0003
579; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.99978222588426E-0003
580; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.04481825373238E-0003
581; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.33003161810748E-0003
582; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.92046137825534E-0003
583; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.88280852422928E-0003
584; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.23327427954152E-0002
585; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.53055512434160E-0002
586; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.89422810453319E-0002
587; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.33781965166419E-0002
588; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.87730979281996E-0002
589; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.53294946185109E-0002
590; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.32439881362053E-0002
591; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.28092116910737E-0002
592; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.42870327661065E-0002
593; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.80449405552038E-0002
594; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.44877923633787E-0002
595; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.14082275310603E-0001
596; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.37364393676516E-0001
597; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.64916459708037E-0001
598; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.97494228786963E-0001
599; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.35866003265726E-0001
600; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.80930624259757E-0001
601; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.33733120483475E-0001
602; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.95341096214918E-0001
603; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.66942003123910E-0001
604; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.50194105116985E-0001
605; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.46554321379019E-0001
606; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.57774996722327E-0001
607; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 8.85749688364980E-0001
608; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.40013000585477E-0005; 1.03258684961146E+0000
609; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.27622347186771E-0005; 1.20051021980172E+0000
610; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.52593415429798E-0005; 1.39212995191352E+0000
611; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.30838695344158E-0004; 1.60995508829118E+0000
612; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.24692784289986E-0004; 1.85711339966409E+0000
613; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.81171588745658E-0004; 2.13662762635401E+0000
614; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.83504374840512E-0004; 2.45177239467083E+0000
615; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.13695742647349E-0003; 2.80608035845579E+0000
616; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.86885714437023E-0003; 3.20329590662102E+0000
617; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.03562331590207E-0003; 3.64719978335747E+0000
618; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.87271413592884E-0003; 4.14201793817995E+0000
619; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.73899834996165E-0003; 4.69188587427143E+0000
620; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.21345029565196E-0002; 5.30103368242683E+0000
621; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.88043611240401E-0002; 5.97420126854878E+0000
622; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.88011387691841E-0002; 6.71579115861262E+0000
623; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.36252423073543E-0002; 7.53040435512912E+0000
624; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.52855520215918E-0002; 8.42264106954123E+0000
625; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.65764248996694E-0002; 9.39704591899316E+0000
626; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.41462908047719E-0001; 1.04581592879195E+0001
627; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.14782298543324E-0005; 2.04454159250640E-0001; 1.16102219093845E+0001
628; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 8.41750577887047E-0005; 2.92143650269670E-0001; 1.28576243091319E+0001
629; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.14381480905078E-0004; 4.12745326859485E-0001; 1.42042486121586E+0001
630; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.27333909168635E-0004; 5.76574623779639E-0001; 1.56538010301045E+0001
631; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.25290205122509E-0003; 7.96576509311991E-0001; 1.72096189425324E+0001
632; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.87556569011057E-0003; 1.08823432527519E+0000; 1.88747093304098E+0001
633; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.59822727336576E-0005; 6.38667395674197E-0003; 1.47010193722721E+0000; 2.06514988408436E+0001
634; 3.03992434935587E-0005; 3.37537840780130E-0005; 5.91863391250783E-0005; 1.37014299217351E-0002; 1.96423086360716E+0000; 2.25421553755630E+0001
635; 1.12888409252126E-0004; 1.23872092622274E-0004; 2.06169493792964E-0004; 2.84092189797207E-0002; 2.59593271600617E+0000; 2.45481409526791E+0001
636; 3.93075940567027E-0004; 4.26345620275658E-0004; 6.75661271319554E-0004; 5.69046044143708E-0002; 3.39381548381266E+0000; 2.66703243433096E+0001
637; 1.28359973859230E-0003; 1.37638074582264E-0003; 2.08365717325876E-0003; 1.10871852295014E-0001; 4.38959125946383E+0000; 2.89086643476579E+0001
638; 3.93190387229808E-0003; 4.22524433671638E-0003; 6.04807847819565E-0003; 2.08594495725098E-0001; 5.61736410855150E+0000; 3.12633576834504E+0001
639; 1.13242118150259E-0002; 1.20504309070466E-0002; 1.65353588933957E-0002; 3.77310226034082E-0001; 7.11316761773791E+0000; 3.37330329296103E+0001
640; 3.05863697024718E-0002; 3.22962191737121E-0002; 4.26080817741623E-0002; 6.60456015860729E-0001; 8.91386616534989E+0000; 3.63158693769816E+0001
641; 7.95834226815978E-0002; 8.33453488380923E-0002; 1.05765940962018E-0001; 1.11914768201082E+0000; 1.10560790361193E+0001; 3.90093418775952E+0001
642; 1.88796822500666E-0001; 1.96412098203713E-0001; 2.40970664536460E-0001; 1.83647647417443E+0000; 1.35740367520724E+0001; 4.18099497205538E+0001
643; 4.21226547201433E-0001; 4.35551226470105E-0001; 5.18021303382432E-0001; 2.91998903502746E+0000; 1.64989132695961E+0001; 4.47139065553584E+0001
644; 8.84453874218302E-0001; 9.09522261492634E-0001; 1.05143020508462E+0000; 4.50020848259263E+0000; 1.98565430314579E+0001; 4.77163320606792E+0001
645; 1.74914269716209E+0000; 1.79272837100977E+0000; 2.01651849601103E+0000; 6.72681069093091E+0000; 2.36657391576244E+0001; 5.08116766546489E+0001
646; 3.26116844602017E+0000; 3.32775371280357E+0000; 3.65780140314220E+0000; 9.75617902955380E+0000; 2.79368283985324E+0001; 5.39937724884447E+0001
647; 5.74376732642825E+0000; 5.83407797406531E+0000; 6.28573525208491E+0000; 1.37410072584356E+0001; 3.26698667187541E+0001; 5.72557450734797E+0001
648; 9.55435411311432E+0000; 9.67052604139162E+0000; 1.02367186650888E+0001; 1.88091013345550E+0001; 3.78540276115472E+0001; 6.05901764000328E+0001
649; 1.50465692656085E+0001; 1.51831644170560E+0001; 1.58318854482887E+0001; 2.50444069534525E+0001; 4.34668619519870E+0001; 6.39890151726315E+0001
650; 2.24792446237516E+0001; 2.26245129901726E+0001; 2.32974620334267E+0001; 3.24691592955679E+0001; 4.94733078246058E+0001; 6.74437912986310E+0001
651; 3.19362563072764E+0001; 3.20745507670768E+0001; 3.26950684710536E+0001; 4.10320392785883E+0001; 5.58273507428949E+0001; 7.09454537246331E+0001
652; 4.32701837137544E+0001; 4.33880633974386E+0001; 4.38752450931911E+0001; 5.06020465603081E+0001; 6.24722030298566E+0001; 7.44849806697228E+0001
653; 5.61034912581575E+0001; 5.61782375074629E+0001; 5.64771148163830E+0001; 6.09786923445918E+0001; 6.93419253070473E+0001; 7.80528506616515E+0001
654; 6.98620214597990E+0001; 6.98881049992156E+0001; 6.99758646561033E+0001; 7.18970472346973E+0001; 7.63633742862546E+0001; 8.16393264691611E+0001
655; 8.38740189826230E+0001; 8.38516102546174E+0001; 8.37399221489473E+0001; 8.30561257753717E+0001; 8.34587706548093E+0001; 8.52346346965392E+0001
656; 9.74857160580793E+0001; 9.74239376985183E+0001; 9.71532441424241E+0001; 9.41417300761363E+0001; 9.05468529970497E+0001; 8.88290677083592E+0001
657; 1.10187342821883E+0002; 1.10103112184004E+0002; 1.09728652421395E+0002; 1.04856086614496E+0002; 9.75479199156588E+0001; 9.24127667898909E+0001
658; 1.21657573424163E+0002; 1.21563403881553E+0002; 1.21130035296810E+0002; 1.14944118953869E+0002; 1.04385191296007E+0002; 9.59766357075793E+0001
659; 1.31741766187614E+0002; 1.31640545913651E+0002; 1.31183364924886E+0002; 1.24204668316459E+0002; 1.10987808258109E+0002; 9.95113948007910E+0001
660; 1.40389361102492E+0002; 1.40290780211690E+0002; 1.39828600991382E+0002; 1.32496327908630E+0002; 1.17291923864260E+0002; 1.03008171632881E+0002
661; 1.47604628064562E+0002; 1.47508348365027E+0002; 1.47056873303797E+0002; 1.39740297456811E+0002; 1.23244061782727E+0002; 1.06458937848943E+0002
662; 1.53427672595346E+0002; 1.53335811689280E+0002; 1.52904109694363E+0002; 1.45914575206221E+0002; 1.28800624833272E+0002; 1.09855732951186E+0002
663; 1.57932899403992E+0002; 1.57850630812350E+0002; 1.57459273591552E+0002; 1.51046585805745E+0002; 1.33930507752647E+0002; 1.13191493357302E+0002
664; 1.61253089675050E+0002; 1.61180152929364E+0002; 1.60845669062362E+0002; 1.55202871841810E+0002; 1.38612945295738E+0002; 1.16459736426507E+0002
665; 1.63562791617023E+0002; 1.63500964797758E+0002; 1.63237314312603E+0002; 1.58481345648425E+0002; 1.42839369521976E+0002; 1.19654703655210E+0002
666; 1.65071179718092E+0002; 1.65028833504656E+0002; 1.64827510883564E+0002; 1.60995146299695E+0002; 1.46611274757941E+0002; 1.22771502796554E+0002
667; 1.65987433697916E+0002; 1.65957553020611E+0002; 1.65816926971065E+0002; 1.62864602143470E+0002; 1.49939781658293E+0002; 1.25805935414565E+0002
668; 1.66499193768482E+0002; 1.66481876315513E+0002; 1.66385597403526E+0002; 1.64210207221102E+0002; 1.52843255262361E+0002; 1.28754878551405E+0002
669; 1.66755842413625E+0002; 1.66745872492980E+0002; 1.66681473201339E+0002; 1.65144837615057E+0002; 1.55347267965785E+0002; 1.31615852920296E+0002
670; 1.66857944231271E+0002; 1.66852169286361E+0002; 1.66813301455978E+0002; 1.65767212932980E+0002; 1.57481464037136E+0002; 1.34387236940600E+0002
671; 1.66878732687601E+0002; 1.66871540437581E+0002; 1.66852608875791E+0002; 1.66161478125515E+0002; 1.59278963308280E+0002; 1.37068345010329E+0002
672; 1.66854542499410E+0002; 1.66853560288913E+0002; 1.66837300316121E+0002; 1.66397554011766E+0002; 1.60775031397620E+0002; 1.39659318311020E+0002
673; 1.66815593261959E+0002; 1.66812396383791E+0002; 1.66799079700615E+0002; 1.66523483098658E+0002; 1.62004134765999E+0002; 1.42161127832711E+0002
674; 1.66763740140582E+0002; 1.66762431278200E+0002; 1.66753311457709E+0002; 1.66577421024845E+0002; 1.63001023785774E+0002; 1.44575404005146E+0002
675; 1.66712682398371E+0002; 1.66712251542815E+0002; 1.66699290124517E+0002; 1.66585941777065E+0002; 1.63798580121946E+0002; 1.46904779853184E+0002
676; 1.66657324884892E+0002; 1.66656083357188E+0002; 1.66649477068608E+0002; 1.66567187235410E+0002; 1.64427860030707E+0002; 1.49152417899830E+0002
677; 1.66605865216257E+0002; 1.66603290191602E+0002; 1.66596390751241E+0002; 1.66531192070449E+0002; 1.64916471796677E+0002; 1.51322137553383E+0002
678; 1.66550733169112E+0002; 1.66549808115988E+0002; 1.66540881584730E+0002; 1.66486921481818E+0002; 1.65289779036039E+0002; 1.53418289122203E+0002
679; 1.66500415406583E+0002; 1.66498933246823E+0002; 1.66485962019774E+0002; 1.66440688571993E+0002; 1.65570291492934E+0002; 1.55445797653531E+0002
680; 1.66448526136729E+0002; 1.66444446225790E+0002; 1.66435453898610E+0002; 1.66390862514874E+0002; 1.65777955933328E+0002; 1.57410025436570E+0002
681; 1.66394993044392E+0002; 1.66393832320516E+0002; 1.66382061388359E+0002; 1.66338983852192E+0002; 1.65929459547239E+0002; 1.59316661706852E+0002
682; 1.66342182945361E+0002; 1.66337487492759E+0002; 1.66329159545934E+0002; 1.66286230618550E+0002; 1.66040244452507E+0002; 1.61171679166812E+0002
683; 1.66287240593514E+0002; 1.66286034552568E+0002; 1.66275930983597E+0002; 1.66231794610866E+0002; 1.66123446680658E+0002; 1.62981417946749E+0002
684; 1.66235085482337E+0002; 1.66231696447089E+0002; 1.66220713708252E+0002; 1.66179524076025E+0002; 1.66190867020617E+0002; 1.64752274534561E+0002
685; 1.66179728695806E+0002; 1.66180131746990E+0002; 1.66167286967659E+0002; 1.66125485034851E+0002; 1.66253733370511E+0002; 1.66490669597087E+0002
686; 1.66126130682031E+0002; 1.66122413502394E+0002; 1.66111764957782E+0002; 1.66073217077216E+0002; 1.66321940685739E+0002; 1.68203029870856E+0002
687; 1.66070084189263E+0002; 1.66067079892980E+0002; 1.66057716250705E+0002; 1.66020129757736E+0002; 1.66408206324639E+0002; 1.69895753402025E+0002
688; 1.66016191353997E+0002; 1.66013850962224E+0002; 1.66001255025536E+0002; 1.65969214822923E+0002; 1.66522038432474E+0002; 1.71575024198694E+0002
689; 1.65960849398366E+0002; 1.65958633210190E+0002; 1.65948146007282E+0002; 1.65917326915005E+0002; 1.66675584698646E+0002; 1.73246982415525E+0002
690; 1.65906440954616E+0002; 1.65904617191955E+0002; 1.65892146634548E+0002; 1.65865763147959E+0002; 1.66881708112844E+0002; 1.74917279188211E+0002
691; 1.65852710809353E+0002; 1.65850954649012E+0002; 1.65837970260947E+0002; 1.65819443624402E+0002; 1.67155149754411E+0002; 1.76591591949288E+0002
